loan_id,month_index,reporting_month,origination_month,loan_age_months,remaining_term_months,original_balance,current_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,current_status,days_past_due,modification_flag,prepayment_flag,default_flag,loss_severity_band,last_updated_at,source_system,document_status,next_3m_delinquency_flag,next_6m_delinquency_flag,next_12m_default_flag,next_12m_prepayment_flag,next_state,exception_required,exception_type
LN0001904,15,2019-07,2018-04,15,345,170069,168103.85,4.07,Excellent,60-75,28-36,AZ,Refinance,SecondHome,SingleFamily,ServicerC,Current,0,0,0,0,Low,2019-07-01,PRIMARY,Incomplete,0,1,0,0,Current,0,
LN0002938,2,2022-06,2022-04,2,358,102900,102607.73,3.93,Excellent,60-75,28-36,TX,Refinance,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,Low,2022-06-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0003561,4,2020-02,2019-10,4,356,195245,194359.86,4.45,Fair,60-75,<=28,OH,CashOut,SecondHome,SingleFamily,ServicerC,Current,0,0,0,0,Low,2020-02-01,PRIMARY,Pending,0,1,1,0,Current,0,
LN0000527,7,2020-08,2020-01,7,353,151997,150081.22,6.01,Poor,60-75,>43,CA,Refinance,Investment,SingleFamily,ServicerB,Current,0,0,0,0,Low,2020-08-01,PRIMARY,Complete,1,1,0,0,Current,0,
LN0002212,17,2019-10,2018-05,17,343,93921,92024.08,4.06,Good,,<=28,FL,Refinance,PrimaryResidence,SingleFamily,ServicerA,30DPD,35,0,0,0,Low,2019-10-01,PRIMARY,Complete,1,1,0,0,60DPD,0,
LN0001216,15,2021-02,2019-11,15,345,294008,289005.16,4.65,Good,<=60,<=28,FL,Purchase,PrimaryResidence,SingleFamily,ServicerC,30DPD,35,0,0,0,Low,2021-02-01,PRIMARY,Incomplete,0,0,0,1,Current,0,
LN0003123,14,2020-06,2019-04,14,346,268816,264796.66,4.36,Good,75-90,28-36,AZ,Purchase,PrimaryResidence,Condo,ServicerA,60DPD,65,0,0,0,Medium,2020-06-01,PRIMARY,Incomplete,1,1,1,0,30DPD,0,
LN0004888,8,2019-04,2018-08,8,352,82933,82031.84,4.68,Fair,75-90,36-43,TX,Refinance,PrimaryResidence,SingleFamily,ServicerC,60DPD,65,0,0,0,Medium,2019-04-01,PRIMARY,Complete,1,1,1,0,Default,0,
LN0003259,24,2021-06,2019-06,24,336,246565,239983.85,4.29,Good,75-90,<=28,CA,Purchase,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,Low,2021-06-01,PRIMARY,Complete,1,1,0,0,30DPD,0,
LN0003811,24,2023-09,2021-09,24,336,182840,176296.89,4.7,Good,75-90,<=28,WA,Purchase,SecondHome,SingleFamily,ServicerB,Current,0,0,0,0,Low,2023-09-01,PRIMARY,Incomplete,0,0,0,0,Current,0,
LN0004177,10,2022-11,2022-01,10,350,149272,147008.3,4.48,Fair,60-75,28-36,NV,Refinance,PrimaryResidence,Condo,ServicerB,Current,0,0,0,0,Low,2022-11-01,PRIMARY,,0,0,0,0,Current,0,
LN0001167,13,2023-11,2022-10,13,347,331323,326274.89,4.52,Fair,75-90,<=28,WA,Purchase,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,Low,2023-11-01,PRIMARY,Complete,1,1,0,1,30DPD,0,
LN0001656,24,2023-10,2021-10,24,336,53868,52230.94,4.94,Good,60-75,28-36,IL,Purchase,Investment,SingleFamily,ServicerA,60DPD,65,0,0,0,Medium,2023-10-01,PRIMARY,,1,1,1,0,Current,0,
LN0000263,5,2021-10,2021-05,5,355,111804,111451.23,4.82,,<=60,<=28,FL,Purchase,Investment,MultiUnit,ServicerA,30DPD,35,0,0,0,Low,2021-10-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0003965,4,2019-01,2018-09,4,356,286044,284304.79,4.5,Good,60-75,36-43,AZ,Purchase,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2019-01-01,PRIMARY,Complete,0,1,0,0,Current,0,
LN0001111,9,2020-11,2020-02,9,351,155794,154235.82,3.98,Excellent,<=60,28-36,TX,Purchase,Investment,MultiUnit,ServicerD,30DPD,35,0,0,0,Low,2020-11-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0004737,20,2022-07,2020-11,20,340,540276,527004.96,5.77,Fair,<=60,36-43,IL,CashOut,PrimaryResidence,MultiUnit,ServicerD,Current,0,0,0,0,Low,2022-07-01,PRIMARY,Incomplete,0,0,0,0,Current,0,
LN0001834,10,2021-11,2021-01,10,350,176039,174314.33,3.81,,,28-36,CA,Purchase,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2021-11-01,PRIMARY,Complete,0,1,1,0,Current,0,
LN0002502,6,2021-04,2020-10,6,354,277266,275202.95,4.32,Fair,75-90,<=28,WA,Refinance,PrimaryResidence,Condo,ServicerD,Current,0,0,0,0,Low,2021-04-01,PRIMARY,Incomplete,1,1,0,0,Current,0,
LN0003517,5,2023-02,2022-09,5,355,147185,145889.58,5.8,Fair,>90,28-36,OH,CashOut,PrimaryResidence,Condo,ServicerC,Current,0,0,0,0,Low,2023-02-01,PRIMARY,Complete,1,1,0,0,30DPD,0,
LN0003540,14,2023-07,2022-05,14,346,232388,229312.34,4.22,Good,,>43,TX,Refinance,PrimaryResidence,Condo,ServicerB,Current,0,0,0,0,Low,2023-07-01,PRIMARY,Complete,1,1,0,1,30DPD,0,
LN0002882,4,2019-06,2019-02,4,356,276271,274730.01,3.78,Excellent,<=60,36-43,CA,CashOut,PrimaryResidence,Townhouse,ServicerC,Current,0,0,0,0,Low,2019-06-01,PRIMARY,,0,0,0,1,Current,0,
LN0001444,24,2020-06,2018-06,24,336,383616,373797.14,3.5,Excellent,75-90,<=28,CA,Purchase,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,Low,2020-06-01,PRIMARY,Complete,1,1,1,0,Current,0,
LN0003484,8,2023-01,2022-05,8,352,477495,473286.92,4.21,Good,75-90,<=28,AZ,Purchase,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2023-01-01,PRIMARY,Complete,0,1,0,1,Current,0,
LN0000146,11,2022-03,2021-04,11,349,324652,320137.38,4.64,Good,75-90,>43,GA,Refinance,PrimaryResidence,MultiUnit,ServicerD,Current,0,0,0,0,Low,2022-03-01,PRIMARY,Complete,1,1,0,0,30DPD,0,
LN0004761,1,2022-02,2022-01,1,359,540048,539164.36,5.14,Good,>90,28-36,CA,Refinance,PrimaryResidence,SingleFamily,ServicerD,Current,0,0,0,0,Low,2022-02-01,PRIMARY,Complete,0,1,0,0,Current,0,
LN0002450,15,2023-06,2022-03,15,345,141556,138791.46,4.4,,60-75,28-36,TX,Purchase,PrimaryResidence,SingleFamily,ServicerD,Current,0,0,0,0,Low,2023-06-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0004337,13,2019-11,2018-10,13,347,134335,131970.08,4.2,Excellent,60-75,28-36,CA,Refinance,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2019-11-01,PRIMARY,Incomplete,0,0,0,0,Current,0,
LN0003280,1,2022-02,2022-01,1,359,380160,379563.01,4.78,Excellent,60-75,28-36,CA,Purchase,PrimaryResidence,SingleFamily,ServicerD,Current,0,0,0,0,Low,2022-02-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0001196,5,2022-04,2021-11,5,355,283163,280911.35,4.89,Excellent,60-75,36-43,AZ,Refinance,PrimaryResidence,Condo,ServicerD,Current,0,0,0,0,Low,2022-04-01,PRIMARY,,0,0,0,0,Current,0,
LN0003012,15,2021-04,2020-01,15,345,173406,171140.11,6.35,Poor,75-90,36-43,FL,Purchase,Investment,SingleFamily,ServicerC,Current,0,0,0,0,Low,2021-04-01,PRIMARY,Complete,1,1,1,0,30DPD,0,
LN0002449,9,2020-11,2020-02,9,351,359715,354730.24,4.61,Good,60-75,36-43,NY,Purchase,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,Low,2020-11-01,PRIMARY,Pending,0,0,0,0,Current,0,
LN0002306,17,2023-08,2022-03,17,343,139784,136569.1,4.03,Good,60-75,28-36,NY,Purchase,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,Low,2023-08-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0001044,13,2024-01,2022-12,13,347,107418,106134.36,5.52,Fair,>90,28-36,WA,CashOut,PrimaryResidence,Condo,ServicerB,Default,120,0,0,1,High,2024-01-01,PRIMARY,,0,0,0,0,Default,0,
LN0004085,6,2018-08,2018-02,6,354,158654,157928.81,4.52,,<=60,36-43,OH,Refinance,PrimaryResidence,SingleFamily,ServicerC,60DPD,65,0,0,0,Medium,2018-08-01,PRIMARY,Waived,0,0,0,1,Current,0,
LN0001514,1,2022-07,2022-06,1,359,310571,310051.3,5.34,Fair,75-90,<=28,AZ,CashOut,PrimaryResidence,SingleFamily,ServicerD,Current,0,0,0,0,Low,2022-07-01,PRIMARY,Pending,0,0,0,0,Current,0,
LN0002175,11,2022-05,2021-06,11,349,251500,248148.18,5.3,Good,60-75,>43,AZ,Refinance,PrimaryResidence,MultiUnit,ServicerC,30DPD,35,0,0,0,Low,2022-05-01,PRIMARY,Complete,1,1,1,0,30DPD,0,
LN0001604,4,2018-05,2018-01,4,356,346060,343965.74,4.46,Fair,<=60,>43,CA,Purchase,PrimaryResidence,MultiUnit,ServicerD,Current,0,0,0,0,Low,2018-05-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0002784,2,2020-10,2020-08,2,358,219256,218572.13,4.72,Good,60-75,28-36,NY,CashOut,PrimaryResidence,Condo,ServicerD,Current,0,0,0,0,Low,2020-10-01,PRIMARY,Pending,1,1,0,0,Current,0,
LN0001424,6,2019-01,2018-07,6,354,226359,225068.45,3.96,Good,,<=28,NV,Purchase,Investment,SingleFamily,ServicerA,Current,0,0,0,0,Low,2019-01-01,PRIMARY,Incomplete,0,1,1,0,Current,0,
LN0003767,20,2021-06,2019-10,20,340,304698,296174.38,4.69,Good,75-90,36-43,CA,Purchase,SecondHome,SingleFamily,ServicerD,Current,0,0,0,0,Low,2021-06-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0001193,7,2019-11,2019-04,7,353,221613,220525.17,5.14,Poor,<=60,36-43,FL,Purchase,PrimaryResidence,Townhouse,ServicerC,30DPD,35,0,0,0,Low,2019-11-01,PRIMARY,,1,1,0,0,Current,0,
LN0000937,12,2023-11,2022-11,12,348,507215,503060.71,5.15,Poor,60-75,36-43,WA,Refinance,PrimaryResidence,SingleFamily,ServicerB,90DPD,95,0,0,0,Medium,2023-11-01,PRIMARY,Incomplete,0,0,0,0,Closed,0,
LN0002453,3,2023-02,2022-11,3,357,144216,143772.41,4.6,Fair,60-75,36-43,OH,Purchase,Investment,SingleFamily,ServicerC,Current,0,0,0,0,Low,2023-02-01,PRIMARY,,0,0,1,0,Current,0,
LN0000492,4,2022-06,2022-02,4,356,275478,273842.09,4.3,Fair,75-90,28-36,IL,Purchase,PrimaryResidence,Condo,ServicerC,Current,0,0,0,0,Low,2022-06-01,PRIMARY,Pending,0,1,0,0,Current,0,
LN0000278,17,2020-05,2018-12,17,343,158078,154702.37,3.95,,75-90,28-36,WA,Refinance,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2020-05-01,PRIMARY,Complete,1,1,1,0,60DPD,0,
LN0004430,3,2020-12,2020-09,3,357,105788,105280.96,4.93,Excellent,75-90,36-43,CA,Refinance,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2020-12-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0004875,13,2021-07,2020-06,13,347,241382,237293.27,3.88,Good,60-75,28-36,NY,CashOut,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,Low,2021-07-01,PRIMARY,Waived,1,1,0,0,Current,0,
LN0001100,6,2020-05,2019-11,6,354,137809,136731.93,4.74,Excellent,<=60,28-36,OH,CashOut,Investment,Condo,ServicerB,Current,0,0,0,0,Low,2020-05-01,PRIMARY,Complete,0,1,0,0,Current,0,
LN0004855,8,2018-10,2018-02,8,352,106005,104835.42,3.69,Excellent,<=60,>43,IL,Purchase,PrimaryResidence,MultiUnit,ServicerC,Current,0,0,0,0,Low,2018-10-01,PRIMARY,Waived,0,0,0,0,Current,0,
LN0004971,1,2022-11,2022-10,1,359,376318,375726.36,4.79,Fair,75-90,36-43,IL,Refinance,PrimaryResidence,SingleFamily,ServicerD,Current,0,0,0,0,Low,2022-11-01,PRIMARY,,0,1,1,0,Current,0,
LN0000017,9,2020-10,2020-01,9,351,187328,0.0,5.14,Good,60-75,36-43,FL,Refinance,PrimaryResidence,Condo,ServicerA,Prepaid,0,0,1,0,Low,2020-10-01,PRIMARY,Complete,0,0,0,0,Prepaid,0,
LN0001741,3,2020-05,2020-02,3,357,389572,387875.8,4.11,Excellent,,28-36,WA,CashOut,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2020-05-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0000592,8,2022-02,2021-06,8,352,96109,95110.21,4.3,,75-90,36-43,CA,Purchase,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,Low,2022-02-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0002416,3,2022-02,2021-11,3,357,172178,171402.02,4.4,Excellent,75-90,>43,IL,Purchase,PrimaryResidence,Townhouse,ServicerB,Current,0,0,0,0,Low,2022-02-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0001664,3,2022-10,2022-07,3,357,93509,93103.33,4.08,Excellent,75-90,28-36,TX,Refinance,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,Low,2022-10-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0000398,11,2021-07,2020-08,11,349,282541,277954.22,4.25,Good,60-75,28-36,OH,CashOut,PrimaryResidence,SingleFamily,ServicerD,Current,0,0,0,0,Low,2021-07-01,PRIMARY,Incomplete,0,0,0,1,Current,0,
LN0000578,15,2022-08,2021-05,15,345,176308,172386.42,4.29,Good,,28-36,FL,Refinance,SecondHome,SingleFamily,ServicerA,Current,0,0,0,0,Low,2022-08-01,PRIMARY,Pending,1,1,0,0,Current,0,
LN0003410,16,2020-01,2018-09,16,344,75240,73478.12,4.18,Excellent,75-90,<=28,NY,Purchase,Investment,SingleFamily,ServicerB,Current,0,0,0,0,Low,2020-01-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0001237,19,2021-05,2019-10,19,341,145693,142040.77,4.76,Excellent,60-75,28-36,AZ,Refinance,PrimaryResidence,SingleFamily,ServicerC,60DPD,65,0,0,0,Medium,2021-05-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0001263,2,2021-03,2021-01,2,358,186848,186306.29,4.1,,<=60,28-36,NV,Purchase,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,Low,2021-03-01,PRIMARY,Incomplete,0,0,0,0,Current,0,
LN0002988,3,2019-03,2018-12,3,357,209463,208516.75,4.42,Good,>90,<=28,TX,Purchase,PrimaryResidence,SingleFamily,ServicerD,Current,0,0,0,0,Low,2019-03-01,PRIMARY,Complete,0,1,0,0,Current,0,
LN0001663,4,2019-09,2019-05,4,356,326063,323890.23,5.3,Fair,<=60,28-36,CA,Purchase,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,,2019-09-01,PRIMARY,Incomplete,1,1,0,0,60DPD,0,
LN0004586,3,2022-04,2022-01,3,357,118909,118516.35,5.22,,>90,28-36,IL,Refinance,PrimaryResidence,SingleFamily,ServicerD,30DPD,35,0,0,0,Low,2022-04-01,PRIMARY,Incomplete,1,1,0,1,30DPD,0,
LN0003270,9,2022-01,2021-04,9,351,93834,92500.15,4.83,Excellent,60-75,36-43,WA,Purchase,Investment,SingleFamily,ServicerC,Current,0,0,0,0,Low,2022-01-01,PRIMARY,Complete,1,1,0,0,30DPD,0,
LN0002425,9,2022-01,2021-04,9,351,61180,60680.61,5.12,Poor,75-90,<=28,NV,Purchase,PrimaryResidence,SingleFamily,ServicerC,90DPD,95,0,0,0,Medium,2022-01-01,PRIMARY,Complete,1,1,1,0,Default,0,
LN0004847,5,2020-04,2019-11,5,355,313740,311236.62,4.92,Excellent,75-90,<=28,FL,Purchase,Investment,SingleFamily,ServicerD,Current,0,0,0,0,Low,2020-04-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0002365,1,2019-03,2019-02,1,359,328302,327796.5,4.61,Fair,<=60,>43,NY,Purchase,PrimaryResidence,SingleFamily,ServicerD,Current,0,0,0,0,Low,2019-03-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0004169,13,2023-01,2021-12,13,347,555765,544865.0,5.13,Good,<=60,28-36,AZ,Purchase,PrimaryResidence,Townhouse,ServicerA,Current,0,0,0,0,,2023-01-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0003502,2,2022-02,2021-12,2,358,293962,293066.23,4.52,Good,75-90,28-36,TX,Purchase,PrimaryResidence,Condo,ServicerB,Current,0,0,0,0,Low,2022-02-01,PRIMARY,Incomplete,0,1,0,0,Current,0,
LN0004727,1,2019-03,2019-02,1,359,134484,134251.88,5.62,Fair,60-75,28-36,WA,Purchase,Investment,Townhouse,ServicerA,Current,0,0,0,0,Low,2019-03-01,PRIMARY,Pending,0,0,0,1,Current,0,
LN0003002,5,2022-04,2021-11,5,355,228773,227776.92,4.11,Good,>90,36-43,TX,Purchase,PrimaryResidence,SingleFamily,ServicerA,60DPD,65,0,0,0,Medium,2022-04-01,PRIMARY,Complete,1,1,0,0,60DPD,0,
LN0001763,6,2023-06,2022-12,6,354,93775,92900.58,4.69,Excellent,>90,<=28,WA,Refinance,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2023-06-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0000045,7,2022-10,2022-03,7,353,252539,250503.16,5.01,Fair,60-75,28-36,FL,CashOut,PrimaryResidence,Condo,ServicerA,Current,0,0,0,0,Low,2022-10-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0002751,7,2023-02,2022-07,7,353,198181,197360.03,3.7,Excellent,>90,>43,NY,Purchase,PrimaryResidence,Townhouse,ServicerD,90DPD,95,0,0,0,Medium,2023-02-01,PRIMARY,Complete,1,1,1,0,90DPD,0,
LN0003595,22,2021-10,2019-12,22,338,202084,195753.71,4.34,Excellent,,36-43,WA,Refinance,PrimaryResidence,Townhouse,ServicerB,Current,0,0,0,0,Low,2021-10-01,PRIMARY,Waived,1,1,0,0,Current,0,
LN0003348,5,2023-05,2022-12,5,355,96137,95375.17,4.86,Good,<=60,36-43,NY,Refinance,PrimaryResidence,MultiUnit,ServicerC,Current,0,0,0,0,,2023-05-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0002658,5,2022-04,2021-11,5,355,228447,228076.58,5.06,Good,75-90,36-43,CA,Purchase,PrimaryResidence,SingleFamily,ServicerA,Default,120,0,0,1,High,2022-04-01,PRIMARY,Complete,0,0,0,0,Default,0,
LN0004936,18,2022-03,2020-09,18,342,165824,162439.78,3.58,Excellent,60-75,<=28,NV,Purchase,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,Low,2022-03-01,PRIMARY,Complete,0,0,0,1,Prepaid,0,
LN0002777,2,2019-08,2019-06,2,358,397803,397126.14,5.49,Fair,60-75,28-36,GA,Refinance,PrimaryResidence,Townhouse,ServicerC,30DPD,35,0,0,0,Low,2019-08-01,PRIMARY,Complete,0,1,0,0,Current,0,
LN0004051,21,2022-11,2021-02,21,339,324070,0.0,5.78,Poor,<=60,28-36,OH,Refinance,PrimaryResidence,Townhouse,ServicerC,Prepaid,0,0,1,0,Low,2022-11-01,PRIMARY,Complete,0,0,0,0,Prepaid,0,
LN0003013,5,2021-12,2021-07,5,355,157312,156065.39,4.86,Fair,75-90,>43,GA,Refinance,PrimaryResidence,Condo,ServicerC,Current,0,0,0,0,Low,2021-12-01,PRIMARY,Complete,1,1,1,0,30DPD,0,
LN0001009,5,2021-10,2021-05,5,355,301030,298414.95,5.68,Fair,75-90,28-36,CA,Purchase,PrimaryResidence,MultiUnit,ServicerC,Current,0,0,0,0,Low,2021-10-01,PRIMARY,Waived,1,1,0,0,Current,0,
LN0002289,9,2023-05,2022-08,9,351,200963,198145.61,4.71,Excellent,75-90,>43,OH,Purchase,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,Low,2023-05-01,PRIMARY,Waived,0,0,0,0,Current,0,
LN0001382,18,2022-11,2021-05,18,342,229983,224674.47,4.06,Excellent,>90,<=28,TX,Refinance,SecondHome,SingleFamily,ServicerD,Current,0,0,0,0,,2022-11-01,PRIMARY,Complete,1,1,0,0,Current,0,
LN0003758,9,2021-05,2020-08,9,351,331016,326774.86,3.95,Good,,28-36,IL,Purchase,PrimaryResidence,Townhouse,ServicerB,Current,0,0,0,0,Low,2021-05-01,PRIMARY,Pending,0,0,0,1,Prepaid,0,
LN0004527,5,2020-10,2020-05,5,355,223799,221861.23,5.65,Fair,60-75,>43,NY,Refinance,PrimaryResidence,Condo,ServicerD,Current,0,0,0,0,Low,2020-10-01,PRIMARY,Complete,0,1,1,0,Current,0,
LN0001116,15,2022-06,2021-03,15,345,106447,104929.77,3.96,Excellent,75-90,28-36,NY,Purchase,PrimaryResidence,SingleFamily,ServicerD,Current,0,0,0,0,Low,2022-06-01,PRIMARY,Complete,1,1,0,0,Current,0,
LN0002640,5,2020-10,2020-05,5,355,347067,344714.72,3.55,Excellent,60-75,28-36,NY,Refinance,SecondHome,Condo,ServicerD,Current,0,0,0,0,,2020-10-01,PRIMARY,Pending,0,0,0,0,Current,0,
LN0004237,13,2019-04,2018-03,13,347,223857,220018.87,3.98,Good,60-75,>43,FL,CashOut,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,Low,2019-04-01,PRIMARY,Complete,0,0,1,0,Current,0,
LN0002877,20,2024-06,2022-10,20,340,478320,470851.86,4.73,Good,75-90,36-43,WA,Purchase,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2024-06-01,PRIMARY,Pending,0,0,0,0,Current,0,
LN0003498,10,2020-05,2019-07,10,350,128177,127076.88,5.57,,>90,28-36,NV,Purchase,PrimaryResidence,SingleFamily,ServicerD,Default,120,0,0,1,High,2020-05-01,PRIMARY,,0,0,0,0,Default,0,
LN0000735,3,2021-01,2020-10,3,357,157029,156340.36,4.17,Excellent,<=60,28-36,CA,Refinance,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,Low,2021-01-01,PRIMARY,Pending,0,0,0,1,Current,0,
LN0001017,16,2022-12,2021-08,16,344,212767,207720.41,4.84,Fair,<=60,28-36,OH,Purchase,PrimaryResidence,SingleFamily,ServicerC,30DPD,35,0,0,0,Low,2022-12-01,PRIMARY,Complete,1,1,1,0,30DPD,0,
LN0002721,7,2023-03,2022-08,7,353,134369,133133.43,4.57,,<=60,28-36,OH,Refinance,PrimaryResidence,Condo,ServicerB,30DPD,35,0,0,0,Low,2023-03-01,PRIMARY,Complete,1,1,0,1,Current,0,
LN0001196,6,2022-05,2021-11,6,354,283163,280461.02,4.89,Excellent,60-75,36-43,AZ,Refinance,PrimaryResidence,Condo,ServicerA,Current,0,0,0,0,Low,2022-05-01,PRIMARY,Complete,0,0,0,0,Current,0,
LN0003478,14,2021-03,2020-01,14,346,580354,0.0,6.29,Poor,60-75,36-43,NV,Purchase,PrimaryResidence,Condo,ServicerC,Prepaid,0,0,1,0,Low,2021-03-01,PRIMARY,Pending,0,0,0,0,Prepaid,0,
LN0000793,17,2020-05,2018-12,17,343,236309,230446.61,4.67,Good,<=60,28-36,IL,Refinance,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,Low,2020-05-01,PRIMARY,Complete,1,1,0,0,Current,0,
LN0004775,12,2019-12,2018-12,12,348,217738,213696.15,4.65,Excellent,75-90,36-43,OH,Purchase,PrimaryResidence,MultiUnit,ServicerB,Current,0,0,0,0,Low,2019-12-01,PRIMARY,Incomplete,1,1,1,0,Current,0,
LN0001322,24,2023-05,2021-05,24,336,193100,0.0,3.96,Good,60-75,28-36,WA,Refinance,Investment,SingleFamily,ServicerC,Prepaid,0,0,1,0,Low,2023-05-01,PRIMARY,Complete,0,0,0,0,Prepaid,0,
LN0003924,4,2018-12,2018-08,4,356,136388,135363.19,6.41,Poor,60-75,>43,TX,Purchase,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2018-12-01,PRIMARY,Waived,0,1,0,1,Current,0,
LN0002769,9,2021-06,2020-09,9,351,101692,100351.84,5.2,,>90,36-43,IL,Purchase,PrimaryResidence,Townhouse,ServicerB,Current,0,0,0,0,Low,2021-06-01,PRIMARY,Complete,1,1,1,0,Current,0,
LN0000411,24,2021-09,2019-09,24,336,186149,179188.65,5.48,Fair,60-75,28-36,FL,Purchase,Investment,Townhouse,ServicerA,Current,0,0,0,0,Low,2021-09-01,PRIMARY,Complete,0,0,0,1,Current,0,
LN0004768,10,2022-06,2021-08,10,350,235300,232428.57,4.53,Good,75-90,28-36,IL,Purchase,Investment,SingleFamily,ServicerC,Current,0,0,0,0,Low,2022-06-01,PRIMARY,Incomplete,1,1,0,1,30DPD,0,
LN0000549,14,2019-09,2018-07,14,346,447542,437793.29,4.7,Fair,75-90,28-36,GA,Refinance,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2019-09-01,PRIMARY,Complete,1,1,0,0,30DPD,0,
LN0004593,13,2022-09,2021-08,13,347,346138,341421.2,5.5,Fair,>90,36-43,NV,Refinance,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,Low,2022-09-01,PRIMARY,,1,1,1,0,30DPD,0,
LN0004070,11,2020-07,2019-08,11,349,206836,204127.82,4.13,Excellent,60-75,36-43,AZ,Refinance,PrimaryResidence,SingleFamily,ServicerA,Current,0,0,0,0,Low,2020-07-01,PRIMARY,Complete,0,1,0,0,Current,0,
LN0004857,7,2022-11,2022-04,7,353,97355,96229.84,5.22,Good,75-90,36-43,TX,Purchase,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,Low,2022-11-01,PRIMARY,Incomplete,0,0,0,0,Current,0,
LN0003755,5,2021-06,2021-01,5,355,156120,154993.87,4.06,,<=60,28-36,IL,Purchase,PrimaryResidence,Condo,ServicerB,Current,0,0,0,0,Low,2021-06-01,PRIMARY,Complete,1,1,0,0,Current,0,
LN0002754,22,2022-11,2021-01,22,338,154843,150190.91,4.84,Excellent,75-90,<=28,NY,Purchase,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2022-11-01,PRIMARY,Incomplete,0,0,0,1,Current,0,
LN0002865,3,2019-06,2019-03,3,357,255773,255033.24,4.08,Good,,36-43,CA,Purchase,PrimaryResidence,SingleFamily,ServicerB,Current,0,0,0,0,,2019-06-01,PRIMARY,Complete,1,1,0,0,Current,0,
LN0001972,19,2019-09,2018-02,19,341,174755,171147.33,5.59,Poor,60-75,<=28,TX,Refinance,SecondHome,Condo,ServicerA,60DPD,65,0,0,0,Medium,2019-09-01,PRIMARY,Incomplete,1,1,0,0,30DPD,0,
LN0002543,25,2023-12,2021-11,25,335,169634,164761.28,4.92,Good,,<=28,TX,CashOut,Investment,SingleFamily,ServicerC,Current,0,0,0,0,Low,2023-12-01,PRIMARY,Incomplete,1,1,0,0,30DPD,0,
LN0001724,5,2022-02,2021-09,5,355,281561,279475.91,4.28,Good,<=60,28-36,AZ,Refinance,PrimaryResidence,SingleFamily,ServicerC,Current,0,0,0,0,Low,2022-02-01,PRIMARY,Complete,0,0,0,0,Current,0,
