loan_id,original_balance,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,vintage
LN0002359,454004,Poor,60-75,>43,WA,Purchase,PrimaryResidence,SingleFamily,2019
LN0002360,175727,Excellent,75-90,>43,FL,Purchase,PrimaryResidence,Condo,2019
LN0002361,135511,Fair,60-75,<=28,FL,CashOut,PrimaryResidence,SingleFamily,2021
LN0002362,251496,Excellent,75-90,28-36,OH,Refinance,SecondHome,SingleFamily,2018
LN0002363,287833,Good,>90,<=28,CA,Purchase,SecondHome,SingleFamily,2019
LN0002364,210075,Poor,75-90,36-43,CA,Purchase,PrimaryResidence,SingleFamily,2020
LN0002365,328302,Fair,<=60,>43,NY,Purchase,PrimaryResidence,SingleFamily,2019
LN0002366,179758,Fair,<=60,>43,WA,CashOut,PrimaryResidence,SingleFamily,2020
LN0002367,211879,Good,<=60,>43,AZ,Refinance,PrimaryResidence,Condo,2021
LN0002368,239734,Good,75-90,<=28,WA,Refinance,Investment,MultiUnit,2022
LN0002369,229505,Good,>90,28-36,FL,Purchase,PrimaryResidence,MultiUnit,2021
LN0002370,445358,Good,>90,<=28,NY,CashOut,PrimaryResidence,SingleFamily,2020
LN0002371,239133,Good,60-75,>43,NY,Refinance,SecondHome,Condo,2021
LN0002372,170765,Good,75-90,<=28,NY,Purchase,PrimaryResidence,SingleFamily,2019
LN0002373,258846,Good,60-75,<=28,GA,Purchase,SecondHome,SingleFamily,2020
LN0002374,329201,Good,75-90,<=28,OH,Purchase,PrimaryResidence,Condo,2022
LN0002375,292762,Good,60-75,<=28,OH,Refinance,PrimaryResidence,SingleFamily,2018
LN0002376,284760,Excellent,<=60,<=28,NY,Purchase,PrimaryResidence,MultiUnit,2019
LN0002377,93992,Poor,<=60,<=28,FL,Purchase,SecondHome,SingleFamily,2019
LN0002378,57167,Fair,>90,>43,CA,Refinance,PrimaryResidence,SingleFamily,2022
LN0002379,376108,Excellent,60-75,36-43,OH,Refinance,SecondHome,SingleFamily,2019
LN0002380,247565,Fair,60-75,28-36,NV,Purchase,SecondHome,MultiUnit,2019
LN0002381,196656,Fair,60-75,36-43,CA,Purchase,SecondHome,SingleFamily,2022
LN0002382,281294,Excellent,60-75,28-36,TX,Purchase,Investment,Condo,2022
LN0002383,521077,Excellent,>90,36-43,FL,Purchase,Investment,SingleFamily,2018
LN0002384,403029,Excellent,<=60,28-36,OH,Refinance,SecondHome,Condo,2022
LN0002385,321614,Excellent,<=60,28-36,FL,Refinance,PrimaryResidence,SingleFamily,2021
LN0002386,127597,Fair,75-90,28-36,CA,CashOut,SecondHome,Townhouse,2022
LN0002387,136162,Poor,60-75,<=28,NY,Refinance,Investment,SingleFamily,2018
LN0002388,60282,Excellent,<=60,28-36,NY,Refinance,PrimaryResidence,SingleFamily,2018
LN0002389,272871,Fair,<=60,36-43,NY,Purchase,PrimaryResidence,SingleFamily,2019
LN0002390,346041,Excellent,60-75,36-43,WA,Purchase,PrimaryResidence,SingleFamily,2022
LN0002391,360442,Good,60-75,28-36,FL,CashOut,SecondHome,MultiUnit,2020
LN0002392,278650,Fair,<=60,28-36,CA,Refinance,Investment,SingleFamily,2021
LN0002393,184050,Good,60-75,36-43,TX,CashOut,PrimaryResidence,Townhouse,2019
LN0002394,149920,Excellent,75-90,<=28,OH,Refinance,Investment,SingleFamily,2019
LN0002395,131573,Good,>90,<=28,GA,Purchase,PrimaryResidence,MultiUnit,2022
LN0002396,183191,Poor,>90,28-36,FL,Purchase,PrimaryResidence,Condo,2020
LN0002397,121915,Good,60-75,<=28,NV,Purchase,Investment,Townhouse,2021
LN0002398,478292,Excellent,60-75,28-36,WA,Refinance,Investment,SingleFamily,2021
LN0002399,103654,Excellent,>90,<=28,OH,CashOut,PrimaryResidence,Condo,2018
LN0002400,180137,Good,75-90,28-36,OH,Refinance,Investment,SingleFamily,2022
LN0002401,75500,Good,60-75,36-43,NY,Refinance,SecondHome,SingleFamily,2022
LN0002402,230562,Fair,60-75,36-43,WA,Purchase,SecondHome,Condo,2021
LN0002403,198552,Fair,60-75,36-43,WA,Purchase,SecondHome,SingleFamily,2020
LN0002404,166309,Poor,60-75,28-36,IL,Purchase,PrimaryResidence,Condo,2020
LN0002405,124692,Fair,60-75,>43,GA,CashOut,PrimaryResidence,SingleFamily,2019
LN0002406,199033,Excellent,<=60,36-43,NY,Refinance,PrimaryResidence,SingleFamily,2021
LN0002407,151413,Good,>90,28-36,CA,Refinance,PrimaryResidence,Condo,2019
LN0002408,185640,Good,75-90,<=28,CA,CashOut,PrimaryResidence,SingleFamily,2018
LN0002409,528984,Good,75-90,36-43,IL,Purchase,PrimaryResidence,Condo,2018
LN0002410,216660,Poor,60-75,28-36,NV,CashOut,PrimaryResidence,Townhouse,2020
LN0002411,259479,Fair,75-90,36-43,FL,Refinance,PrimaryResidence,SingleFamily,2022
LN0002412,157592,Poor,75-90,36-43,WA,Purchase,PrimaryResidence,SingleFamily,2021
LN0002413,134293,Good,<=60,>43,TX,Refinance,PrimaryResidence,SingleFamily,2022
LN0002414,196520,Good,75-90,>43,GA,Purchase,PrimaryResidence,SingleFamily,2021
LN0002415,695205,Good,75-90,36-43,TX,Refinance,PrimaryResidence,Condo,2022
LN0002416,172178,Excellent,75-90,>43,IL,Purchase,PrimaryResidence,Townhouse,2021
LN0002417,238164,Excellent,60-75,>43,AZ,Purchase,Investment,SingleFamily,2022
LN0002418,131373,Good,>90,<=28,NY,Refinance,PrimaryResidence,SingleFamily,2020
LN0002419,50129,Excellent,60-75,36-43,NV,Purchase,PrimaryResidence,SingleFamily,2018
LN0002420,133931,Poor,<=60,<=28,CA,Purchase,Investment,SingleFamily,2019
LN0002421,653667,Excellent,<=60,28-36,CA,Refinance,PrimaryResidence,SingleFamily,2022
LN0002422,267719,Excellent,<=60,28-36,TX,Purchase,PrimaryResidence,Townhouse,2021
LN0002423,451559,Fair,60-75,28-36,FL,Refinance,PrimaryResidence,SingleFamily,2018
LN0002424,167065,Excellent,60-75,<=28,IL,Refinance,PrimaryResidence,Condo,2018
LN0002425,61180,Poor,75-90,<=28,NV,Purchase,PrimaryResidence,SingleFamily,2021
LN0002426,114193,Fair,<=60,<=28,FL,CashOut,SecondHome,MultiUnit,2022
LN0002427,242440,Excellent,>90,36-43,NY,Purchase,PrimaryResidence,MultiUnit,2021
LN0002428,223866,Fair,<=60,>43,CA,Purchase,Investment,MultiUnit,2022
LN0002429,197755,Fair,75-90,>43,OH,Purchase,PrimaryResidence,SingleFamily,2018
LN0002430,152493,Fair,>90,28-36,WA,Refinance,Investment,SingleFamily,2022
LN0002431,318016,Fair,75-90,28-36,CA,Purchase,PrimaryResidence,SingleFamily,2018
LN0002432,154712,Fair,75-90,>43,IL,Purchase,PrimaryResidence,SingleFamily,2022
LN0002433,231864,Good,75-90,<=28,FL,Refinance,PrimaryResidence,Condo,2022
LN0002434,219183,Good,<=60,>43,IL,Refinance,PrimaryResidence,Townhouse,2020
LN0002435,165338,Fair,<=60,36-43,FL,Purchase,PrimaryResidence,Condo,2020
LN0002436,127944,Poor,60-75,28-36,OH,Purchase,Investment,SingleFamily,2020
LN0002437,160545,Good,<=60,<=28,CA,Purchase,PrimaryResidence,SingleFamily,2020
LN0002438,507276,Fair,60-75,<=28,WA,Purchase,PrimaryResidence,Condo,2022
LN0002439,346703,Good,60-75,28-36,OH,Refinance,PrimaryResidence,SingleFamily,2019
LN0002440,331106,Fair,>90,28-36,CA,Purchase,PrimaryResidence,SingleFamily,2019
LN0002441,134157,Poor,>90,36-43,NV,Purchase,PrimaryResidence,SingleFamily,2022
LN0002442,96872,Excellent,75-90,36-43,OH,Purchase,PrimaryResidence,MultiUnit,2022
LN0002443,343948,Excellent,75-90,28-36,FL,Refinance,Investment,SingleFamily,2020
LN0002444,312507,Good,<=60,<=28,IL,Refinance,PrimaryResidence,Townhouse,2019
LN0002445,212909,Good,<=60,28-36,GA,Purchase,Investment,SingleFamily,2022
LN0002446,165169,Good,75-90,<=28,WA,Refinance,PrimaryResidence,Condo,2022
LN0002447,95609,Excellent,75-90,36-43,OH,Refinance,PrimaryResidence,MultiUnit,2019
LN0002448,306722,Good,60-75,36-43,AZ,Purchase,PrimaryResidence,MultiUnit,2020
LN0002449,359715,Good,60-75,36-43,NY,Purchase,PrimaryResidence,SingleFamily,2020
LN0002450,141556,Good,60-75,28-36,TX,Purchase,PrimaryResidence,SingleFamily,2022
LN0002451,135767,Fair,60-75,28-36,IL,Refinance,PrimaryResidence,SingleFamily,2021
LN0002452,369730,Fair,60-75,36-43,WA,Purchase,PrimaryResidence,SingleFamily,2020
LN0002453,144216,Fair,60-75,36-43,OH,Purchase,Investment,SingleFamily,2022
LN0002454,483849,Fair,75-90,36-43,FL,Refinance,Investment,Condo,2021
LN0002455,188240,Fair,>90,28-36,NV,Refinance,PrimaryResidence,SingleFamily,2020
LN0002456,163852,Good,60-75,>43,CA,Refinance,PrimaryResidence,Townhouse,2022
LN0002457,203323,Fair,75-90,<=28,WA,Purchase,PrimaryResidence,MultiUnit,2020
LN0002458,163846,Excellent,75-90,28-36,IL,Purchase,PrimaryResidence,Condo,2020
LN0002459,349097,Good,<=60,36-43,GA,Refinance,PrimaryResidence,Condo,2019
LN0002460,309559,Good,75-90,<=28,FL,Refinance,PrimaryResidence,SingleFamily,2019
LN0002461,342508,Poor,60-75,36-43,NV,CashOut,PrimaryResidence,SingleFamily,2019
LN0002462,218002,Fair,75-90,28-36,CA,Refinance,PrimaryResidence,SingleFamily,2018
LN0002463,158232,Excellent,<=60,<=28,AZ,Purchase,Investment,Townhouse,2021
LN0002464,197890,Good,>90,<=28,IL,Purchase,SecondHome,SingleFamily,2020
LN0002465,160677,Excellent,>90,36-43,WA,CashOut,PrimaryResidence,SingleFamily,2022
LN0002466,413866,Fair,<=60,36-43,NY,Refinance,PrimaryResidence,Condo,2021
LN0002467,328120,Fair,60-75,28-36,NY,Purchase,PrimaryResidence,SingleFamily,2018
LN0002468,189897,Good,<=60,<=28,IL,Purchase,PrimaryResidence,Townhouse,2021
LN0002469,125086,Good,75-90,<=28,NY,Refinance,PrimaryResidence,Townhouse,2018
LN0002470,429518,Good,75-90,<=28,CA,Purchase,PrimaryResidence,SingleFamily,2018
LN0002471,212849,Good,<=60,36-43,IL,Refinance,PrimaryResidence,Condo,2021
LN0002472,186263,Poor,75-90,<=28,IL,Refinance,PrimaryResidence,SingleFamily,2018
LN0002473,431415,Fair,60-75,<=28,OH,Purchase,PrimaryResidence,SingleFamily,2020
LN0002474,154048,Good,60-75,<=28,IL,CashOut,SecondHome,MultiUnit,2022
LN0002475,169487,Good,60-75,28-36,WA,CashOut,Investment,SingleFamily,2019
LN0002476,177126,Excellent,60-75,36-43,IL,Purchase,SecondHome,Townhouse,2021
LN0002477,102920,Excellent,60-75,36-43,IL,Purchase,PrimaryResidence,Townhouse,2019
LN0002478,232784,Excellent,60-75,28-36,OH,CashOut,PrimaryResidence,Condo,2018
LN0002479,135784,Good,60-75,>43,GA,Purchase,PrimaryResidence,SingleFamily,2018
LN0002480,149438,Poor,>90,28-36,NV,CashOut,Investment,SingleFamily,2018
LN0002481,139774,Good,60-75,>43,IL,Purchase,PrimaryResidence,SingleFamily,2018
LN0002482,148221,Excellent,>90,36-43,CA,Refinance,PrimaryResidence,SingleFamily,2018
LN0002483,130684,Excellent,75-90,<=28,WA,Refinance,PrimaryResidence,SingleFamily,2022
LN0002484,224944,Good,75-90,36-43,NY,Purchase,PrimaryResidence,SingleFamily,2022
LN0002485,183910,Fair,60-75,28-36,CA,Refinance,Investment,Condo,2019
LN0002486,203618,Good,75-90,36-43,AZ,Purchase,PrimaryResidence,SingleFamily,2021
LN0002487,644928,Fair,60-75,<=28,GA,Purchase,PrimaryResidence,SingleFamily,2019
LN0002488,183913,Fair,<=60,28-36,GA,Purchase,Investment,Condo,2021
LN0002489,269001,Excellent,<=60,>43,GA,Purchase,PrimaryResidence,SingleFamily,2019
LN0002490,284752,Fair,<=60,<=28,NV,Purchase,PrimaryResidence,SingleFamily,2021
LN0002491,192638,Poor,>90,<=28,GA,Purchase,PrimaryResidence,SingleFamily,2019
LN0002492,227954,Good,>90,28-36,OH,Purchase,PrimaryResidence,SingleFamily,2022
LN0002493,200857,Excellent,75-90,28-36,OH,Purchase,PrimaryResidence,SingleFamily,2022
LN0002494,219977,Poor,<=60,36-43,OH,Purchase,PrimaryResidence,SingleFamily,2019
LN0002495,148262,Poor,>90,36-43,OH,Refinance,PrimaryResidence,SingleFamily,2018
LN0002496,155265,Good,75-90,>43,CA,Purchase,PrimaryResidence,SingleFamily,2019
LN0002497,200478,Good,60-75,28-36,IL,Refinance,PrimaryResidence,SingleFamily,2019
LN0002498,74165,Excellent,60-75,28-36,FL,Purchase,PrimaryResidence,Condo,2020
LN0002499,420011,Fair,75-90,<=28,AZ,Purchase,PrimaryResidence,Condo,2020
LN0002500,585621,Good,<=60,<=28,WA,Purchase,PrimaryResidence,SingleFamily,2022
LN0002501,216463,Excellent,60-75,36-43,WA,Purchase,PrimaryResidence,Townhouse,2018
LN0002502,277266,Fair,75-90,<=28,WA,Refinance,PrimaryResidence,Condo,2020
LN0002503,341303,Poor,<=60,<=28,GA,Refinance,PrimaryResidence,Condo,2018
LN0002504,102504,Fair,60-75,>43,OH,Purchase,PrimaryResidence,SingleFamily,2020
LN0002505,316202,Good,60-75,28-36,FL,Purchase,Investment,SingleFamily,2021
LN0002506,160617,Excellent,75-90,<=28,NV,Refinance,PrimaryResidence,SingleFamily,2022
LN0002507,624909,Poor,>90,36-43,OH,Purchase,SecondHome,SingleFamily,2020
LN0002508,180930,Poor,75-90,28-36,FL,Refinance,PrimaryResidence,Townhouse,2018
LN0002509,313041,Good,75-90,>43,GA,Refinance,SecondHome,Townhouse,2022
LN0002510,181823,Fair,75-90,36-43,IL,Purchase,Investment,SingleFamily,2020
LN0002511,596208,Good,75-90,<=28,NY,Purchase,SecondHome,Townhouse,2020
LN0002512,153864,Good,60-75,<=28,AZ,Purchase,PrimaryResidence,Condo,2021
LN0002513,355949,Excellent,<=60,28-36,FL,Refinance,PrimaryResidence,Condo,2019
LN0002514,271940,Excellent,75-90,36-43,AZ,CashOut,PrimaryResidence,Townhouse,2022
LN0002515,243325,Excellent,75-90,28-36,GA,Purchase,PrimaryResidence,SingleFamily,2018
LN0002516,222905,Fair,60-75,36-43,AZ,CashOut,PrimaryResidence,SingleFamily,2018
LN0002517,142414,Excellent,>90,28-36,OH,Purchase,SecondHome,MultiUnit,2022
LN0002518,54555,Excellent,75-90,28-36,GA,Purchase,PrimaryResidence,SingleFamily,2020
LN0002519,340168,Good,60-75,<=28,TX,Refinance,PrimaryResidence,Condo,2022
LN0002520,155683,Excellent,<=60,<=28,NV,CashOut,Investment,MultiUnit,2022
LN0002521,356753,Excellent,<=60,28-36,GA,Purchase,PrimaryResidence,MultiUnit,2022
LN0002522,237007,Good,60-75,28-36,NY,Refinance,Investment,SingleFamily,2021
LN0002523,362263,Good,60-75,>43,FL,Purchase,SecondHome,Condo,2021
LN0002524,296839,Fair,<=60,<=28,TX,CashOut,PrimaryResidence,SingleFamily,2021
LN0002525,57968,Poor,<=60,36-43,NY,Refinance,PrimaryResidence,MultiUnit,2021
LN0002526,270343,Excellent,60-75,<=28,TX,Refinance,Investment,SingleFamily,2019
LN0002527,167403,Poor,75-90,36-43,AZ,Refinance,PrimaryResidence,Condo,2022
LN0002528,355935,Poor,75-90,<=28,IL,Refinance,Investment,MultiUnit,2018
LN0002529,267160,Fair,60-75,36-43,GA,CashOut,PrimaryResidence,SingleFamily,2020
LN0002530,268735,Fair,<=60,<=28,AZ,Refinance,PrimaryResidence,SingleFamily,2019
LN0002531,173490,Fair,<=60,<=28,NV,Purchase,PrimaryResidence,SingleFamily,2021
LN0002532,125957,Fair,<=60,28-36,IL,CashOut,PrimaryResidence,Condo,2019
LN0002533,160100,Fair,60-75,28-36,CA,Refinance,PrimaryResidence,Condo,2019
LN0002534,80825,Excellent,<=60,28-36,GA,Refinance,PrimaryResidence,MultiUnit,2022
LN0002535,147979,Poor,60-75,28-36,NV,Refinance,PrimaryResidence,SingleFamily,2020
LN0002536,95599,Good,>90,>43,NY,Purchase,PrimaryResidence,SingleFamily,2021
LN0002537,96870,Fair,60-75,28-36,TX,Purchase,SecondHome,SingleFamily,2022
LN0002538,210710,Good,75-90,28-36,OH,Purchase,PrimaryResidence,SingleFamily,2022
LN0002539,259633,Excellent,<=60,>43,GA,CashOut,PrimaryResidence,Condo,2019
LN0002540,195654,Good,60-75,36-43,TX,Refinance,PrimaryResidence,SingleFamily,2018
LN0002541,154910,Good,>90,28-36,CA,Refinance,PrimaryResidence,SingleFamily,2022
LN0002542,123784,Good,60-75,28-36,WA,Purchase,PrimaryResidence,Condo,2019
LN0002543,169634,Good,75-90,<=28,TX,CashOut,Investment,SingleFamily,2021
LN0002544,131779,Excellent,>90,28-36,TX,Purchase,PrimaryResidence,Condo,2021
LN0002545,192641,Good,75-90,28-36,NY,Purchase,Investment,SingleFamily,2020
LN0002546,92895,Good,60-75,36-43,IL,CashOut,SecondHome,SingleFamily,2018
LN0002547,282281,Poor,60-75,36-43,AZ,Refinance,PrimaryResidence,SingleFamily,2020
LN0002548,149714,Excellent,<=60,<=28,IL,CashOut,PrimaryResidence,SingleFamily,2018
LN0002549,239936,Good,<=60,<=28,AZ,Refinance,PrimaryResidence,Condo,2019
LN0002550,309777,Good,<=60,28-36,GA,Purchase,PrimaryResidence,Condo,2019
LN0002551,234201,Good,>90,28-36,NY,Purchase,PrimaryResidence,SingleFamily,2020
LN0002552,296429,Good,75-90,28-36,WA,CashOut,PrimaryResidence,SingleFamily,2018
LN0002553,70733,Fair,60-75,36-43,TX,Purchase,PrimaryResidence,SingleFamily,2022
LN0002554,155371,Poor,60-75,28-36,NV,Refinance,PrimaryResidence,Condo,2018
LN0002555,345082,Good,75-90,>43,NY,Purchase,PrimaryResidence,SingleFamily,2022
LN0002556,256430,Fair,>90,28-36,NV,Purchase,PrimaryResidence,Condo,2019
LN0002557,500935,Excellent,60-75,<=28,GA,Refinance,PrimaryResidence,Condo,2020
LN0002558,466116,Good,60-75,28-36,FL,CashOut,PrimaryResidence,Condo,2022
LN0002559,230912,Good,>90,36-43,IL,Purchase,PrimaryResidence,SingleFamily,2021
LN0002560,175257,Excellent,>90,28-36,TX,Purchase,PrimaryResidence,SingleFamily,2018
LN0002561,123103,Fair,>90,28-36,GA,Purchase,PrimaryResidence,SingleFamily,2021
LN0002562,156701,Fair,60-75,28-36,CA,Purchase,Investment,MultiUnit,2020
LN0002563,162085,Fair,<=60,36-43,GA,Refinance,PrimaryResidence,Condo,2022
LN0002564,147764,Good,60-75,>43,TX,Purchase,PrimaryResidence,SingleFamily,2020
LN0002565,125596,Fair,60-75,28-36,TX,Purchase,PrimaryResidence,SingleFamily,2022
LN0002566,242993,Good,>90,<=28,FL,Refinance,PrimaryResidence,SingleFamily,2020
LN0002567,464315,Excellent,<=60,28-36,CA,Refinance,PrimaryResidence,SingleFamily,2018
LN0002568,316990,Excellent,75-90,28-36,AZ,Purchase,SecondHome,Condo,2020
LN0002569,169192,Fair,>90,>43,NV,CashOut,PrimaryResidence,SingleFamily,2022
LN0002570,330054,Poor,>90,28-36,NV,Purchase,PrimaryResidence,Townhouse,2018
LN0002571,236410,Excellent,75-90,36-43,OH,Purchase,PrimaryResidence,SingleFamily,2019
LN0002572,194784,Good,>90,>43,FL,CashOut,SecondHome,Condo,2018
LN0002573,188799,Fair,<=60,36-43,OH,Purchase,PrimaryResidence,SingleFamily,2022
LN0002574,179877,Fair,60-75,<=28,OH,CashOut,PrimaryResidence,MultiUnit,2020
LN0002575,275276,Good,<=60,36-43,FL,Refinance,SecondHome,MultiUnit,2021
LN0002576,213167,Fair,>90,28-36,AZ,CashOut,PrimaryResidence,SingleFamily,2022
LN0002577,138107,Fair,>90,28-36,NV,Purchase,SecondHome,SingleFamily,2022
LN0002578,134803,Poor,<=60,>43,NY,Purchase,PrimaryResidence,Townhouse,2020
LN0002579,231642,Excellent,<=60,28-36,WA,CashOut,SecondHome,Condo,2022
LN0002580,246304,Poor,60-75,28-36,AZ,Refinance,PrimaryResidence,SingleFamily,2020
LN0002581,169979,Excellent,60-75,<=28,FL,CashOut,PrimaryResidence,Condo,2022
LN0002582,112870,Fair,75-90,<=28,NV,Purchase,PrimaryResidence,SingleFamily,2022
LN0002583,371566,Excellent,<=60,36-43,NY,Refinance,PrimaryResidence,SingleFamily,2019
LN0002584,334135,Excellent,75-90,36-43,NV,Purchase,PrimaryResidence,MultiUnit,2021
LN0002585,73593,Excellent,75-90,36-43,FL,Purchase,PrimaryResidence,Townhouse,2021
LN0002586,388400,Good,60-75,28-36,OH,Refinance,PrimaryResidence,SingleFamily,2021
LN0002587,179066,Good,<=60,<=28,WA,Refinance,PrimaryResidence,SingleFamily,2018
LN0002588,218598,Excellent,>90,28-36,NY,Refinance,PrimaryResidence,SingleFamily,2020
LN0002589,351200,Good,75-90,28-36,IL,Purchase,Investment,MultiUnit,2018
LN0002590,454189,Good,60-75,36-43,FL,Refinance,PrimaryResidence,MultiUnit,2022
LN0002591,328217,Fair,60-75,36-43,GA,CashOut,PrimaryResidence,Townhouse,2022
LN0002592,224249,Poor,>90,>43,NV,Purchase,PrimaryResidence,SingleFamily,2020
LN0002593,99925,Fair,75-90,36-43,WA,Refinance,PrimaryResidence,SingleFamily,2018
LN0002594,72177,Excellent,75-90,28-36,FL,CashOut,PrimaryResidence,SingleFamily,2021
LN0002595,308377,Good,75-90,36-43,GA,Purchase,PrimaryResidence,SingleFamily,2020
LN0002596,388875,Poor,>90,36-43,IL,Refinance,PrimaryResidence,SingleFamily,2021
LN0002597,132280,Excellent,60-75,>43,NV,CashOut,Investment,SingleFamily,2018
LN0002598,173704,Good,75-90,28-36,FL,Refinance,Investment,Condo,2020
LN0002599,150447,Poor,60-75,36-43,WA,Purchase,PrimaryResidence,Condo,2019
LN0002600,148456,Poor,75-90,28-36,IL,Refinance,Investment,Condo,2022
LN0002601,340265,Good,>90,36-43,AZ,Refinance,PrimaryResidence,SingleFamily,2019
LN0002602,221723,Fair,>90,>43,TX,Refinance,PrimaryResidence,Condo,2022
LN0002603,177266,Good,60-75,>43,GA,Purchase,PrimaryResidence,SingleFamily,2022
LN0002604,750698,Fair,75-90,<=28,AZ,Purchase,PrimaryResidence,SingleFamily,2020
LN0002605,97031,Excellent,>90,<=28,NY,Refinance,PrimaryResidence,Condo,2018
LN0002606,261438,Excellent,>90,36-43,WA,Purchase,PrimaryResidence,Condo,2019
LN0002607,117654,Fair,75-90,36-43,FL,CashOut,PrimaryResidence,SingleFamily,2018
LN0002608,183740,Excellent,<=60,>43,IL,Purchase,PrimaryResidence,MultiUnit,2021
LN0002609,214125,Fair,60-75,28-36,NV,Refinance,PrimaryResidence,SingleFamily,2021
LN0002610,303245,Good,>90,36-43,NY,Purchase,Investment,Condo,2019
LN0002611,174452,Poor,75-90,36-43,FL,Refinance,SecondHome,MultiUnit,2021
LN0002612,165466,Fair,75-90,<=28,WA,CashOut,PrimaryResidence,Condo,2020
LN0002613,172898,Good,75-90,<=28,IL,Purchase,PrimaryResidence,SingleFamily,2022
LN0002614,115846,Fair,60-75,36-43,OH,Purchase,PrimaryResidence,SingleFamily,2018
LN0002615,272707,Good,60-75,<=28,CA,CashOut,PrimaryResidence,SingleFamily,2018
LN0002616,228814,Good,75-90,36-43,NV,Refinance,PrimaryResidence,MultiUnit,2022
LN0002617,247108,Excellent,60-75,28-36,OH,Refinance,SecondHome,Townhouse,2019
LN0002618,191995,Poor,75-90,28-36,AZ,Purchase,PrimaryResidence,Condo,2022
LN0002619,180513,Fair,75-90,28-36,IL,CashOut,Investment,Condo,2022
LN0002620,357825,Poor,75-90,>43,IL,Refinance,SecondHome,Condo,2018
LN0002621,331337,Poor,60-75,36-43,NY,Purchase,PrimaryResidence,Condo,2020
LN0002622,403285,Poor,75-90,36-43,AZ,Purchase,Investment,SingleFamily,2021
LN0002623,239497,Excellent,<=60,36-43,CA,Purchase,PrimaryResidence,SingleFamily,2018
LN0002624,390948,Poor,<=60,28-36,WA,Refinance,Investment,SingleFamily,2022
LN0002625,161451,Good,60-75,>43,FL,Refinance,PrimaryResidence,SingleFamily,2018
LN0002626,179795,Good,<=60,28-36,GA,Purchase,PrimaryResidence,SingleFamily,2018
LN0002627,361331,Good,>90,28-36,NV,Purchase,PrimaryResidence,Townhouse,2020
LN0002628,303067,Good,>90,28-36,GA,Purchase,PrimaryResidence,MultiUnit,2019
LN0002629,171918,Good,<=60,28-36,CA,Purchase,SecondHome,MultiUnit,2021
LN0002630,117815,Excellent,75-90,36-43,NY,CashOut,SecondHome,MultiUnit,2019
LN0002631,179515,Excellent,60-75,28-36,CA,Refinance,PrimaryResidence,Condo,2019
LN0002632,141148,Good,75-90,36-43,IL,Purchase,SecondHome,Condo,2022
LN0002633,470829,Poor,>90,>43,TX,Purchase,PrimaryResidence,SingleFamily,2018
LN0002634,290692,Fair,75-90,28-36,GA,Purchase,PrimaryResidence,MultiUnit,2020
LN0002635,135542,Good,<=60,<=28,WA,Refinance,PrimaryResidence,SingleFamily,2018
LN0002636,117889,Good,<=60,36-43,NY,Purchase,SecondHome,Condo,2018
LN0002637,134705,Good,60-75,<=28,AZ,Purchase,PrimaryResidence,SingleFamily,2019
LN0002638,150329,Excellent,>90,36-43,OH,CashOut,PrimaryResidence,SingleFamily,2019
LN0002639,182891,Fair,75-90,28-36,GA,Refinance,PrimaryResidence,SingleFamily,2020
LN0002640,347067,Excellent,60-75,28-36,NY,Refinance,SecondHome,Condo,2020
LN0002641,122607,Fair,<=60,28-36,FL,Purchase,PrimaryResidence,MultiUnit,2018
LN0002642,624538,Fair,>90,28-36,WA,Purchase,PrimaryResidence,SingleFamily,2018
LN0002643,124038,Good,60-75,28-36,OH,CashOut,PrimaryResidence,SingleFamily,2018
LN0002644,98270,Poor,75-90,28-36,AZ,Refinance,PrimaryResidence,Townhouse,2021
LN0002645,462384,Good,75-90,28-36,OH,Refinance,PrimaryResidence,SingleFamily,2022
LN0002646,384857,Poor,60-75,>43,CA,Refinance,SecondHome,Condo,2018
LN0002647,181466,Fair,<=60,<=28,NV,Purchase,PrimaryResidence,MultiUnit,2018
LN0002648,240545,Fair,60-75,28-36,FL,Refinance,SecondHome,Condo,2021
LN0002649,243600,Fair,60-75,<=28,CA,Purchase,Investment,SingleFamily,2021
LN0002650,212852,Fair,75-90,28-36,WA,Purchase,PrimaryResidence,Condo,2021
LN0002651,103959,Poor,75-90,<=28,IL,Refinance,PrimaryResidence,Townhouse,2018
LN0002652,57469,Good,60-75,36-43,TX,Purchase,PrimaryResidence,SingleFamily,2022
LN0002653,130305,Fair,60-75,<=28,FL,Purchase,PrimaryResidence,Condo,2021
LN0002654,492907,Fair,<=60,36-43,FL,Purchase,PrimaryResidence,SingleFamily,2018
LN0002655,502678,Good,60-75,28-36,IL,Purchase,PrimaryResidence,Townhouse,2018
LN0002656,174395,Poor,75-90,28-36,OH,CashOut,SecondHome,SingleFamily,2021
LN0002657,123132,Good,75-90,<=28,GA,CashOut,SecondHome,SingleFamily,2021
LN0002658,228447,Good,75-90,36-43,CA,Purchase,PrimaryResidence,SingleFamily,2021
LN0002659,247580,Excellent,<=60,>43,TX,Purchase,Investment,Townhouse,2020
LN0002660,268433,Excellent,75-90,<=28,GA,Refinance,Investment,SingleFamily,2020
LN0002661,56189,Fair,60-75,>43,AZ,Purchase,PrimaryResidence,SingleFamily,2021
LN0002662,964030,Good,>90,28-36,CA,Refinance,PrimaryResidence,SingleFamily,2018
